# Logfile created on 2011-09-01 04:11:53 +0100 by logger.rb/31641
I, [2011-09-01T04:11:53.357047 #70036]  INFO -- : NICK lolfo
I, [2011-09-01T04:28:36.543866 #70285]  INFO -- : :asimov.freenode.net 005 hellofo CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T04:28:36.544237 #70285]  INFO -- : :asimov.freenode.net 005 hellofo SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T04:28:36.544594 #70285]  INFO -- : :asimov.freenode.net 005 hellofo FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T04:28:36.544949 #70285]  INFO -- : :asimov.freenode.net 251 hellofo :There are 282 users and 61688 invisible on 28 servers
I, [2011-09-01T04:28:36.545442 #70285]  INFO -- : :asimov.freenode.net 252 hellofo 34 :IRC Operators online
I, [2011-09-01T04:28:36.546063 #70285]  INFO -- : :asimov.freenode.net 253 hellofo 6 :unknown connection(s)
I, [2011-09-01T04:28:36.546448 #70285]  INFO -- : :asimov.freenode.net 254 hellofo 43768 :channels formed
I, [2011-09-01T04:28:36.546804 #70285]  INFO -- : :asimov.freenode.net 255 hellofo :I have 6571 clients and 1 servers
I, [2011-09-01T04:28:36.547439 #70285]  INFO -- : :asimov.freenode.net 265 hellofo 6571 8143 :Current local users 6571, max 8143
I, [2011-09-01T04:28:36.547877 #70285]  INFO -- : :asimov.freenode.net 266 hellofo 61970 72826 :Current global users 61970, max 72826
I, [2011-09-01T04:28:36.548232 #70285]  INFO -- : :asimov.freenode.net 250 hellofo :Highest connection count: 8144 (8143 clients) (246156 connections received)
I, [2011-09-01T04:28:36.548595 #70285]  INFO -- : :asimov.freenode.net 375 hellofo :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T04:28:36.548935 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T04:28:36.550847 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T04:28:36.558149 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- this server!
I, [2011-09-01T04:28:36.561950 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.562503 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T04:28:36.562918 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T04:28:36.563275 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T04:28:36.563714 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Sky and hundreds of works of science fact and science
I, [2011-09-01T04:28:36.564070 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- fiction.
I, [2011-09-01T04:28:36.564433 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.564787 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T04:28:36.565134 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T04:28:36.565500 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.565903 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T04:28:36.566256 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T04:28:36.689941 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T04:28:36.690120 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T04:28:36.691048 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.691418 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T04:28:36.691500 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T04:28:36.691581 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T04:28:36.691653 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T04:28:36.691722 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- support.
I, [2011-09-01T04:28:36.691803 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.691872 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- By connecting to freenode you indicate that you have read
I, [2011-09-01T04:28:36.691942 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T04:28:36.692017 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T04:28:36.692121 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- you that unauthorized public logging of channels on the
I, [2011-09-01T04:28:36.692201 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- network is prohibited. Public channel logging should only
I, [2011-09-01T04:28:36.692271 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- take place where the channel owner(s) has requested this
I, [2011-09-01T04:28:36.692340 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- and users of the channel are all made aware (if you are
I, [2011-09-01T04:28:36.692415 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- publically logging your channel, you may wish to keep a
I, [2011-09-01T04:28:36.692502 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T04:28:36.692571 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.692645 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T04:28:36.692714 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- are 13 years of age, or older. For more information about the
I, [2011-09-01T04:28:36.692784 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T04:28:36.692859 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- website at (http://www.coppa.org).
I, [2011-09-01T04:28:36.692928 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.693001 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T04:28:36.694673 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- indicates your acceptance of this policy. For details on
I, [2011-09-01T04:28:36.694932 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- freenode network policy, please take a look at our policy
I, [2011-09-01T04:28:36.695171 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T04:28:36.697012 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- the network!
I, [2011-09-01T04:28:36.697520 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.697861 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T04:28:36.698688 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T04:28:36.698921 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T04:28:36.699001 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T04:28:36.699075 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- [http://geeknic.org]
I, [2011-09-01T04:28:36.699169 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.699239 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T04:28:36.699328 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T04:28:36.699399 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.699466 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T04:28:36.699542 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T04:28:36.699611 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.699689 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Thank you for using freenode!
I, [2011-09-01T04:28:36.699788 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :-  
I, [2011-09-01T04:28:36.699857 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- ***************************************************************
I, [2011-09-01T04:28:36.699932 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T04:28:36.700001 #70285]  INFO -- : :asimov.freenode.net 372 hellofo :- ***************************************************************
I, [2011-09-01T04:28:36.700070 #70285]  INFO -- : :asimov.freenode.net 376 hellofo :End of /MOTD command.
I, [2011-09-01T04:28:36.700150 #70285]  INFO -- : JOIN #cramp
I, [2011-09-01T04:28:36.700211 #70285]  INFO -- : :hellofo MODE hellofo :+i
I, [2011-09-01T04:28:40.955781 #70285]  INFO -- : :hellofo!~hellofo@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:28:41.089176 #70285]  INFO -- : :asimov.freenode.net 353 hellofo = #cramp :hellofo lifo
I, [2011-09-01T04:28:41.089345 #70285]  INFO -- : :asimov.freenode.net 366 hellofo #cramp :End of /NAMES list.
I, [2011-09-01T04:28:46.522506 #70285]  INFO -- : PRIVMSG #cramp :sup mans
I, [2011-09-01T04:28:53.292301 #70285]  INFO -- : :lifo!~lifo@unaffiliated/lifo PRIVMSG #cramp :not much dude
I, [2011-09-01T04:28:56.735509 #70285]  INFO -- : PRIVMSG #cramp :ok whatever
I, [2011-09-01T04:28:59.797701 #70285]  INFO -- : PRIVMSG #cramp :ha
I, [2011-09-01T04:29:02.251912 #70285]  INFO -- : PRIVMSG #cramp :man!
I, [2011-09-01T04:29:03.371916 #70285]  INFO -- : PRIVMSG #cramp :wtf
I, [2011-09-01T04:29:08.700435 #70285]  INFO -- : PRIVMSG #cramp :SHITT
I, [2011-09-01T04:29:10.795938 #70285]  INFO -- : PRIVMSG #cramp :COCKCKK
I, [2011-09-01T04:29:13.480292 #70285]  INFO -- : QUIT :Goodbye!
I, [2011-09-01T12:37:01.033028 #70285]  INFO -- : NICK fuckfo
I, [2011-09-01T12:37:01.033322 #70285]  INFO -- : USER fuckfo 8 * :fuckfo
I, [2011-09-01T12:37:01.166048 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T12:37:01.300116 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T12:37:01.300287 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T12:37:11.549239 #70285]  INFO -- : NICK lovefo
I, [2011-09-01T12:37:11.549374 #70285]  INFO -- : USER lovefo 8 * :lovefo
I, [2011-09-01T12:37:11.679561 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T12:37:11.810010 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T12:37:11.810207 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T12:37:15.512773 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T12:37:15.645318 #70285]  INFO -- : :asimov.freenode.net 432 * fuckfo :Erroneous Nickname
I, [2011-09-01T12:37:17.102491 #70285]  INFO -- : NICK ohmanboy
I, [2011-09-01T12:37:17.102672 #70285]  INFO -- : USER ohmanboy 8 * :ohmanboy
I, [2011-09-01T12:37:17.236443 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T12:37:17.369253 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T12:37:17.369415 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T12:37:23.341477 #70285]  INFO -- : NICK badboylifo
I, [2011-09-01T12:37:23.341651 #70285]  INFO -- : USER badboylifo 8 * :badboylifo
I, [2011-09-01T12:37:23.475262 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T12:37:23.609515 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T12:37:23.609673 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T12:37:25.342318 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T12:37:25.342883 #70285]  INFO -- : :asimov.freenode.net 001 lovefo :Welcome to the freenode Internet Relay Chat Network lovefo
I, [2011-09-01T12:37:25.343021 #70285]  INFO -- : :asimov.freenode.net 002 lovefo :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-01T12:37:25.343101 #70285]  INFO -- : :asimov.freenode.net 003 lovefo :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-01T12:37:25.343176 #70285]  INFO -- : :asimov.freenode.net 004 lovefo asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-01T12:37:25.343243 #70285]  INFO -- : :asimov.freenode.net 005 lovefo CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T12:37:25.343322 #70285]  INFO -- : :asimov.freenode.net 005 lovefo SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T12:37:25.343402 #70285]  INFO -- : :asimov.freenode.net 005 lovefo FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T12:37:25.343527 #70285]  INFO -- : :asimov.freenode.net 251 lovefo :There are 308 users and 66544 invisible on 28 servers
I, [2011-09-01T12:37:25.343622 #70285]  INFO -- : :asimov.freenode.net 252 lovefo 31 :IRC Operators online
I, [2011-09-01T12:37:25.343791 #70285]  INFO -- : :asimov.freenode.net 253 lovefo 9 :unknown connection(s)
I, [2011-09-01T12:37:25.343879 #70285]  INFO -- : :asimov.freenode.net 254 lovefo 44224 :channels formed
I, [2011-09-01T12:37:25.343956 #70285]  INFO -- : :asimov.freenode.net 255 lovefo :I have 7237 clients and 1 servers
I, [2011-09-01T12:37:25.344042 #70285]  INFO -- : :asimov.freenode.net 265 lovefo 7237 8143 :Current local users 7237, max 8143
I, [2011-09-01T12:37:25.344131 #70285]  INFO -- : :asimov.freenode.net 266 lovefo 66852 72826 :Current global users 66852, max 72826
I, [2011-09-01T12:37:25.344224 #70285]  INFO -- : :asimov.freenode.net 250 lovefo :Highest connection count: 8144 (8143 clients) (255451 connections received)
I, [2011-09-01T12:37:25.344302 #70285]  INFO -- : :asimov.freenode.net 375 lovefo :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T12:37:25.344376 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T12:37:25.344452 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T12:37:25.344525 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- this server!
I, [2011-09-01T12:37:25.344598 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :-  
I, [2011-09-01T12:37:25.344673 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T12:37:25.344747 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T12:37:25.344822 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T12:37:25.344899 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- Sky and hundreds of works of science fact and science
I, [2011-09-01T12:37:25.344976 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- fiction.
I, [2011-09-01T12:37:25.345047 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :-  
I, [2011-09-01T12:37:25.345118 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T12:37:25.345196 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T12:37:25.345270 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :-  
I, [2011-09-01T12:37:25.345340 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T12:37:25.345413 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T12:37:25.476588 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T12:37:25.476760 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T12:37:25.476892 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :-  
I, [2011-09-01T12:37:25.477120 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T12:37:25.477203 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T12:37:25.477283 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T12:37:25.477358 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T12:37:25.477432 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- support.
I, [2011-09-01T12:37:25.477504 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :-  
I, [2011-09-01T12:37:25.477576 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- By connecting to freenode you indicate that you have read
I, [2011-09-01T12:37:25.477649 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T12:37:25.477721 #70285]  INFO -- : :asimov.freenode.net 372 lovefo :- the website (http://freenode.net). We would like to remind
